Giorno,Postazione,Strada,Transiti - Totale
01/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),388
01/01/2025,229,SP 111 tra Poviglio e Boretto,4058
01/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,2652
01/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,7316
01/01/2025,238,SP 37 tra Albinea e Scandiano,5069
01/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),10303
01/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),3315
01/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,3835
01/01/2025,251,SP 610 tra Imola e Casalfiumanese ,716
01/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,3992
01/01/2025,256,SP 302R tra Faenza e Brisighella,5963
01/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),8221
01/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,12846
01/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),9127
01/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,12842
01/01/2025,274,SS 64 a Malalbergo (confine provinciale Bologna/Ferrara),3845
01/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,4306
01/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),4985
01/01/2025,278,SP 6 tra Budrio e SS 253,4465
01/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,10051
01/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,231
01/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),3758
01/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,5754
01/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,2907
01/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,7235
01/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,4106
01/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,27
01/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),4333
01/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,3613
01/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,2658
01/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,35
01/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,394
01/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,4056
01/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,6861
01/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,356
02/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,13059
02/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),117
02/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,6946
02/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),9149
02/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,21623
02/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),17947
02/01/2025,53,SS 309 a San Giuseppe di Comacchio,8311
02/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,9331
02/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2322
02/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),7101
02/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2053
02/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,5329
02/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,8160
02/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),4710
02/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,1946
02/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,1137
02/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,1277
02/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,11036
02/01/2025,127,SS 9 tra Piacenza e Pontenure,16944
02/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,10929
02/01/2025,130,SS 62 tra Parma e Collecchio,14031
02/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,15764
02/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,13186
02/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,8356
02/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,13518
02/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,17302
02/01/2025,150,SS 12 tra Modena e Bastiglia,1479
02/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,9395
02/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),10821
02/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,11591
02/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',7547
02/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),621
02/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,6406
02/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,19964
02/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,1123
02/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,22682
02/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,23438
02/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),1572
02/01/2025,219,SS 9 tra Fiorenzuola d'Arda e Pontenure,11186
02/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),17437
02/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,11448
02/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,7293
02/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,8562
02/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),3095
02/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),6291
02/01/2025,229,SP 111 tra Poviglio e Boretto,7152
02/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,4511
02/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,10566
02/01/2025,238,SP 37 tra Albinea e Scandiano,7167
02/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),16626
02/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),4968
02/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,6471
02/01/2025,251,SP 610 tra Imola e Casalfiumanese ,9881
02/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,6103
02/01/2025,256,SP 302R tra Faenza e Brisighella,6957
02/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),794
02/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,20883
02/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),12366
02/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,14626
02/01/2025,274,SS 64 a Malalbergo (confine provinciale Bologna/Ferrara),6164
02/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,733
02/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),7827
02/01/2025,278,SP 6 tra Budrio e SS 253,7734
02/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,14647
02/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,4041
02/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),614
02/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,9395
02/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,4653
02/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,11906
02/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,6179
02/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,5204
02/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),6571
02/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,4743
02/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,3155
02/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4007
02/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,4157
02/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,5318
02/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,11388
02/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,7345
03/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,12251
03/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1229
03/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,7496
03/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),9872
03/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,24052
03/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),19174
03/01/2025,53,SS 309 a San Giuseppe di Comacchio,7823
03/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,10013
03/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),233
03/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),6979
03/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2061
03/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,4888
03/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,8560
03/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),5590
03/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,20875
03/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,12608
03/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,13802
03/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,12248
03/01/2025,127,SS 9 tra Piacenza e Pontenure,18275
03/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,12605
03/01/2025,130,SS 62 tra Parma e Collecchio,16014
03/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,17435
03/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,14361
03/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,9169
03/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,151
03/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,19434
03/01/2025,150,SS 12 tra Modena e Bastiglia,16008
03/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,9854
03/01/2025,154,SS 65bis tra Rastignano e Pian di Macina/Pianoro,8263
03/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),11835
03/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,12699
03/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',7574
03/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),6353
03/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,6423
03/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,20264
03/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,1195
03/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,22238
03/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,23263
03/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),1834
03/01/2025,219,SS 9 tra Fiorenzuola d'Arda e Pontenure,6485
03/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),18378
03/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,12464
03/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,7785
03/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,9667
03/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),3477
03/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),6782
03/01/2025,229,SP 111 tra Poviglio e Boretto,8127
03/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,5025
03/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,1143
03/01/2025,238,SP 37 tra Albinea e Scandiano,7776
03/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),17389
03/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),5234
03/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,6841
03/01/2025,251,SP 610 tra Imola e Casalfiumanese ,10422
03/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,6145
03/01/2025,256,SP 302R tra Faenza e Brisighella,6826
03/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),6462
03/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,21781
03/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),12635
03/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,14246
03/01/2025,274,SS 64 a Malalbergo (confine provinciale Bologna/Ferrara),6249
03/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,7973
03/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),8396
03/01/2025,278,SP 6 tra Budrio e SS 253,8712
03/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,15582
03/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,4172
03/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),6355
03/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,997
03/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,5016
03/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,12888
03/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,6727
03/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,5777
03/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),7402
03/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,5402
03/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,3578
03/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4126
03/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,4777
03/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,6038
03/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,12561
03/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,705
04/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,12824
04/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1203
04/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,6965
04/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),9187
04/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,23012
04/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),19751
04/01/2025,53,SS 309 a San Giuseppe di Comacchio,7992
04/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,8754
04/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2316
04/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),6574
04/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2093
04/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,5268
04/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,1215
04/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),6810
04/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,20138
04/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,11806
04/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,1279
04/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,11242
04/01/2025,127,SS 9 tra Piacenza e Pontenure,15841
04/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,9635
04/01/2025,130,SS 62 tra Parma e Collecchio,1414
04/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,15774
04/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,13752
04/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,804
04/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,13078
04/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,18534
04/01/2025,150,SS 12 tra Modena e Bastiglia,14245
04/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,9454
04/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),10515
04/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,12555
04/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',7165
04/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),6262
04/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,5657
04/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,19366
04/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,10894
04/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,23107
04/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,24102
04/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),1384
04/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),17411
04/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,11416
04/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,6894
04/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,7769
04/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),2809
04/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),6521
04/01/2025,229,SP 111 tra Poviglio e Boretto,7289
04/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,4594
04/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,10717
04/01/2025,238,SP 37 tra Albinea e Scandiano,6999
04/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),15574
04/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),5517
04/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,5854
04/01/2025,251,SP 610 tra Imola e Casalfiumanese ,992
04/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,6277
04/01/2025,256,SP 302R tra Faenza e Brisighella,6907
04/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),7575
04/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,19881
04/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),12395
04/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,15074
04/01/2025,274,SS 64 a Malalbergo (confine provinciale Bologna/Ferrara),5648
04/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,6605
04/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),7159
04/01/2025,278,SP 6 tra Budrio e SS 253,7604
04/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,14514
04/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,3814
04/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),6068
04/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,9003
04/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,4663
04/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,11403
04/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,5978
04/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,5842
04/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),6315
04/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,4567
04/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,3236
04/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4093
04/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,4826
04/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,5656
04/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,11023
04/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,6509
05/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,11258
05/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1194
05/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,6034
05/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),8329
05/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,21593
05/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),19276
05/01/2025,53,SS 309 a San Giuseppe di Comacchio,7652
05/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,7711
05/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2087
05/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),5581
05/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),1694
